accuracy_score,0.7951745379876797
balanced_accuracy_score,0.44960204154990496
jaccard_score,0.6706574791918519
micro_precision,0.7951745379876797
macro_precision,0.4900573514310273
weighted_precision,0.7706148224130183
micro_recall,0.7951745379876797
macro_recall,0.44960204154990496
weighted_recall,0.7951745379876797
micro_f1,0.7951745379876798
macro_f1,0.45706613530394063
weighted_f1,0.7804398998315163
micro_roc_auc_ovr,0.9559075339887227
macro_roc_auc_ovr,0.8860253358812088
weighted_roc_auc_ovr,0.9358826489108346
multilabel_confusion_matrix,"[[[3689   69]
  [ 115   23]]

 [[3215  161]
  [ 101  419]]

 [[3417   95]
  [  99  285]]

 [[3847   10]
  [  37    2]]

 [[2995  156]
  [ 159  586]]

 [[1690  271]
  [ 163 1772]]

 [[3763   28]
  [  95   10]]

 [[3858    8]
  [  29    1]]]"
